prompt_id,prompt_text,category,complexity
596,"Museum with hushed voices and footsteps",social,medium
597,"Music box playing gentle lullaby",vintage,low
598,"Musical saw being played hauntingly",eerie,medium
599,"Nail gun firing into wood repeatedly",tools,medium
600,"Native American drumming ceremony",cultural,medium
601,"Nature documentary narrator voice",media,medium
602,"Neon sign buzzing in rainy night",urban,low
603,"Night club with DJ and dancing crowd",social,high
604,"Night insects in summer garden",nature,medium
605,"Night market with food vendors",social,high
606,"Night sounds of desert with coyotes",nature,medium
607,"Night train passing through countryside",transportation,medium
608,"Nightingale singing in moonlit garden",nature,medium
609,"Nighttime city ambience with distant sirens",urban,medium
610,"Nighttime forest with cricket chorus",nature,medium
611,"Nighttime jungle with exotic creatures",nature,high
612,"Nighttime ocean waves on beach",nature,medium
613,"Nighttime thunderstorm approaching",weather,high
614,"Noisy restaurant kitchen during service",workplace,high
615,"Nostalgic ice cream truck melody",nostalgic,medium
616,"Ocean liner horn blasting",nautical,medium
617,"Ocean waves crashing on rocky coast",nature,high
618,"Ocean waves gently lapping sandy shore",nature,medium
619,"Office cubicle with typing and phones",workplace,medium
620,"Office paper shredder running",workplace,low
621,"Office printer scanning documents",workplace,low
622,"Office workers discussing project",workplace,medium
623,"Old boat creaking at dock",nautical,medium
624,"Old car engine struggling to start",transportation,medium
625,"Old cash register with mechanical keys",vintage,medium
626,"Old fashioned popcorn machine popping",vintage,medium
627,"Old fashioned typewriter with bell",vintage,medium
628,"Old grandfather clock ticking",vintage,low
629,"Old manual camera shutter clicking",vintage,low
630,"Old movie film projector running",vintage,medium
631,"Old music box playing melody",vintage,low
632,"Old phonograph playing scratchy record",vintage,medium
633,"Old pocket watch ticking mechanism",vintage,low
634,"Old radio tuning between stations",vintage,medium
635,"Old school bell ringing",nostalgic,medium
636,"Old steam locomotive chugging",transportation,high
637,"Old telephone rotary dial spinning",vintage,low
638,"Old western saloon with piano playing",historical,medium
639,"Old windmill creaking in breeze",rural,medium
640,"Old wooden boat creaking on water",nautical,medium
641,"Old wooden floorboards creaking",ambient,low
642,"Olympic swimming competition with crowd",sports,high
643,"Opening champagne bottle with pop",celebration,low
644,"Orchestra conductor tapping baton",music,low
645,"Orchestra tuning before performance",music,high
646,"Organ playing in cathedral",spiritual,medium
647,"Outdoor cafe with street musicians",social,medium
648,"Outdoor concert with applause",social,high
649,"Outdoor festival with multiple sounds",social,high
650,"Outdoor market with vendors calling",social,high
651,"Outdoor wedding ceremony with vows",celebration,medium
652,"Overflowing bathtub with water splashing",everyday,medium
653,"Owl hooting in dark forest",nature,low
654,"Paddling canoe through still water",adventure,low
655,"Pages turning in large book",ambient,low
656,"Paintball game with markers firing",sports,medium
657,"Paper being crumpled into ball",everyday,low
658,"Paper being torn slowly",everyday,low
659,"Paper money being counted by hand",everyday,low
660,"Paper shredder destroying documents",workplace,low
661,"Parachute opening during skydive",adventure,medium
662,"Party balloons popping",celebration,medium
663,"Passing cars on wet road after rain",transportation,medium
664,"Passing subway train underground",transportation,high
665,"Peaceful meadow with light breeze",nature,low
666,"Pen writing on paper in quiet room",ambient,low
667,"Pencil scratching on paper",everyday,low
668,"Pendulum clock swinging rhythmically",vintage,low
669,"Person breathing during meditation",spiritual,low
670,"Person drinking through straw",everyday,low
671,"Person humming while cooking",human,low
672,"Person laughing heartily",human,low
673,"Person snoring loudly",human,low
674,"Person typing on laptop keyboard",technology,low
675,"Person walking through deep snow",weather,low
676,"Person whistling happy tune",human,low
677,"Piano being tuned with key hits",music,medium
678,"Piano playing gentle melody",music,medium
679,"Pickup truck driving on gravel road",transportation,medium
680,"Picnic in park with distant children",social,medium
681,"Pigeons cooing in city square",urban,low
682,"Pinball machine with bells and flippers",entertainment,medium
683,"Pine forest in gentle breeze",nature,medium
684,"Ping pong ball bouncing on table",sports,low
685,"Pirate ship battle with cannons",historical,high
686,"Pizza restaurant with brick oven",social,medium
687,"Plane taking off from airport runway",transportation,high
688,"Playground with children playing",social,medium
689,"Plucking guitar strings one by one",music,low
690,"Pneumatic drill on construction site",industrial,high
691,"Police car siren approaching",emergency,medium
692,"Pool balls colliding during game",sports,medium
693,"Popcorn popping in microwave",cooking,low
694,"Popping bubble wrap slowly",everyday,low
695,"Pouring cereal into empty bowl",everyday,low
696,"Pouring champagne into glass",celebration,low
697,"Pouring coffee into ceramic mug",everyday,low
698,"Pouring rain during thunderstorm",weather,high
699,"Pouring rain on tin roof",weather,medium
700,"Prayer bells ringing in temple",spiritual,medium
701,"Pressure cooker releasing steam",cooking,medium
702,"Professional kitchen during service",workplace,high
703,"Public pool with swimmers and echoes",sports,high
704,"Public speaking with microphone feedback",social,medium
705,"Pulling cork from wine bottle",everyday,low
706,"Puppies playing and barking",animals,medium
707,"Purring cat on windowsill",animals,low
708,"Quiet bar with jazz playing softly",social,medium
709,"Quiet beach at sunrise with gulls",nature,medium
710,"Quiet bookstore with occasional page turns",ambient,low
711,"Quiet coffee shop with light music",social,medium
712,"Quiet country church service",spiritual,medium
713,"Quiet forest after fresh snowfall",nature,low
714,"Quiet hospital corridor at night",medical,medium
715,"Quiet library with occasional whispers",social,low
716,"Quiet night with cricket sounds",nature,low
717,"Quiet office with keyboard typing",workplace,medium
718,"Quiet park with distant children playing",social,medium
719,"Quiet suburban street at night",urban,low
720,"Race cars at starting line revving",sports,high
721,"Racing heartbeat gradually slowing",medical,low
722,"Radio being tuned between stations",technology,low
723,"Radio playing in distant room",ambient,low
724,"Radio static with occasional voices",communication,medium
725,"Rain beginning to fall on quiet street",weather,medium
726,"Rain falling on autumn leaves",weather,medium
727,"Rain falling on car windshield",weather,medium
728,"Rain falling on metal roof",weather,medium
729,"Rain falling on tent while camping",weather,medium
730,"Rain forest with exotic bird calls",nature,high
731,"Rain gently falling on umbrella",weather,low
732,"Rain increasing from drizzle to downpour",weather,medium
733,"Rain on windowpane at night",weather,medium
734,"Railroad crossing signal with train",transportation,high
735,"Railway station with train announcements",transportation,high
736,"Rapids in wilderness river",nature,high
737,"Recording studio with sound checks",music,medium
738,"Refrigerator humming in quiet kitchen",everyday,low
739,"Remote cabin with wind and wildlife",nature,medium
740,"Restaurant kitchen during dinner rush",workplace,high
741,"Restless ocean during approaching storm",weather,high
742,"Riding horse through shallow creek",animals,medium
743,"Riding lawn mower cutting grass",everyday,medium
744,"Riding motorcycle on empty highway",transportation,medium
745,"Rifle firing at shooting range",sports,medium
746,"River rapids through rocky gorge",nature,high
747,"Robot servo motors moving precisely",sci-fi,medium
748,"Rock concert with cheering crowd",music,high
749,"Rock slide down mountain slope",nature,high
750,"Rocket launch countdown and ignition",sci-fi,high
751,"Rocking chair creaking on porch",nostalgic,low
752,"Roller coaster with screaming riders",entertainment,high
753,"Roller skating rink with music",sports,medium
754,"Rolling thunder after lightning",weather,medium
755,"Rolling thunder approaching storm",weather,medium
756,"Rollercoaster climbing chain lift",entertainment,medium
757,"Roosters crowing at dawn on farm",rural,medium
758,"Rope swing over lake with splash",adventure,medium
759,"Rotary phone dialing and ringing",vintage,low
760,"Rowing boat with oars in water",nautical,low
761,"Royal fanfare with trumpets",historical,medium
762,"Rugby match with referee whistle",sports,high
763,"Running dishwasher cycle",everyday,medium
764,"Running on treadmill at gym",sports,medium
765,"Running water in bathroom sink",everyday,low
766,"Rushing mountain stream with birds",nature,medium
767,"Rustling paper gift wrapping",celebration,low
768,"Rusty gate swinging in wind",ambient,low
769,"Sailboat with wind in sails",nautical,medium
770,"Sand pouring through hourglass",ambient,low
771,"Sand timer with grains falling",ambient,low
772,"Sandpaper sanding wood surface",crafts,low
773,"Saxophonist playing in subway tunnel",music,medium
774,"School bell ringing between classes",everyday,medium
775,"School cafeteria during lunch hour",social,high
776,"School classroom with teacher lesson",social,medium
777,"School playground during recess",social,high
778,"Scissors cutting through paper",everyday,low
779,"Scrabble tiles being shuffled",entertainment,low
780,"Scratching record on turntable",music,low
781,"Scuba diving with breathing apparatus",adventure,medium
782,"Sea gulls calling over harbor",nautical,medium
783,"Seagulls fighting over food",animals,medium
784,"Search and rescue helicopter",emergency,high
785,"Seashell with ocean sounds",nature,low
786,"Seaside boardwalk with carnival",entertainment,high
787,"Serene spa with water features",ambient,medium
788,"Sewing machine running steadily",crafts,low
789,"Shaking dice in cup before roll",entertainment,low
790,"Shaking maracas rhythmically",music,low
791,"Shamanic drumming ceremony",spiritual,medium
792,"Sharpening knife on whetstone",everyday,low
793,"Sharpening pencil with manual sharpener",everyday,low
794,"Sheep bleating in field",rural,medium
795,"Ship creaking in rough seas",nautical,medium
796,"Ship foghorn in harbor mist",nautical,medium
797,"Ship's bell ringing on deck",nautical,medium
798,"Shopping cart rolling across parking lot",everyday,low
799,"Shopping mall during holiday season",social,high
800,"Short circuit with electrical sparks",effects,medium
801,"Shower running in bathroom",everyday,medium
802,"Shuffling deck of playing cards",entertainment,low
803,"Shutting car door firmly",transportation,low
804,"Silent forest with occasional twig snap",nature,low
805,"Silent library with clock ticking",ambient,low
806,"Silent movie theater with piano accompaniment",vintage,medium
807,"Silent night forest with owl hoots",nature,medium
808,"Silent snowfall in city park",weather,low
809,"Singing bowl resonating",spiritual,low
810,"Single cricket chirping at night",nature,low
811,"Sizzling fajitas on hot plate",cooking,medium
812,"Skateboard rolling on pavement",sports,low
813,"Ski lift machinery operating",sports,medium
814,"Skiing down fresh powder slope",sports,medium
815,"Skydiver falling through air",adventure,medium
816,"Skywriting airplane overhead",transportation,medium
817,"Sleepy cat purring by fireplace",animals,medium
818,"Sleigh bells jingling on horse-drawn sleigh",holiday,medium
819,"Sliding glass door opening and closing",everyday,low
820,"Slot machine spinning and paying out",entertainment,medium
821,"Slow ticking grandfather clock",vintage,low
822,"Slow water drip in quiet cave",nature,low
823,"Small airplane propeller starting",transportation,medium
824,"Small boat motor puttering",nautical,medium
825,"Small creek with water over rocks",nature,medium
826,"Small fountain in garden",ambient,low
827,"Small stream babbling over rocks",nature,medium
828,"Small town parade with marching band",cultural,high
829,"Small waves lapping at lake shore",nature,medium
830,"Smartphone notification sounds",technology,low
831,"Smoke detector battery warning beep",everyday,low
832,"Snapping twigs while walking in forest",nature,low
833,"Sneakers squeaking on basketball court",sports,medium
834,"Snoring person in deep sleep",human,low
835,"Snow blower clearing driveway",weather,medium
836,"Snow falling from roof in large chunk",weather,medium
837,"Snow plow clearing street at night",urban,medium
838,"Snow shovel scraping sidewalk",weather,low
839,"Soccer ball being kicked in game",sports,medium
840,"Soccer match with referee whistle",sports,high
841,"Soda fizzing in glass with ice",everyday,low
842,"Soft wind through autumn leaves",nature,low
843,"Sonar pings in submarine",transportation,medium
844,"Sorting coins into metal container",everyday,low
845,"Space shuttle launch sequence",sci-fi,high
846,"Spaceship engine room ambience",sci-fi,medium
847,"Sparkling wine cork popping",celebration,low
848,"Sparks from welder's torch",industrial,medium
849,"Speaking through walkie talkie with static",communication,medium
850,"Splashing in puddles with boots",weather,low
851,"Splashing water in bathtub",everyday,medium
852,"Splitting firewood with axe",rural,medium
853,"Sports arena with cheering crowd",sports,high
854,"Sports car engine revving",transportation,medium
855,"Spring peeper frogs chorus",nature,medium
856,"Squeaky door hinge opening slowly",ambient,low
857,"Squeaky floorboard in old house",ambient,low
858,"Squeaky toy being repeatedly pressed",everyday,low
859,"Squirrels chattering in trees",animals,low
860,"Stadium crowd doing the wave",sports,high
861,"Stadium crowd singing team song",sports,high
862,"Stage curtain rising with mechanical sound",entertainment,medium
863,"Stampeding cattle herd",animals,high
864,"Starting car engine on cold morning",transportation,medium
865,"Starting lawn mower engine",everyday,medium
866,"Steam engine train departing station",transportation,high
867,"Steam escaping pressure cooker valve",cooking,medium
868,"Steam hissing from old radiator",vintage,medium
869,"Steam locomotive chugging along tracks",transportation,high
870,"Steam rising from hot springs",nature,medium
871,"Steam train whistle in distance",transportation,medium
872,"Steaming kettle beginning to whistle",everyday,medium
873,"Steel drums playing Caribbean music",music,medium
874,"Steel factory with molten metal pouring",industrial,high
875,"Stethoscope hearing steady heartbeat",medical,low
876,"Stock market trading floor shouting",workplace,high
877,"Stone skipping across calm lake",nature,low
878,"Storm with heavy rain and thunder",weather,high
879,"Storyteller by campfire with crackling",social,medium
880,"Street busker playing accordion",music,medium
881,"Street cafe with distant conversations",social,medium
882,"Street construction with jackhammer",urban,high
883,"Street market with vendors calling",social,high
884,"Street musician playing violin",music,medium
885,"Street performer tap dancing",entertainment,medium
886,"Street protest with chanting crowd",social,high
887,"Street sweeper cleaning early morning roads",urban,medium
888,"String quartet playing classical music",music,medium
889,"Subway announcement over speakers",transportation,medium
890,"Subway station with approaching train",transportation,high
891,"Subway train passing through station",transportation,high
892,"Summer afternoon thunderstorm approaching",weather,medium
893,"Summer carnival with rides and games",entertainment,high
894,"Summer insects buzzing in field",nature,medium
895,"Summer night with crickets and frogs",nature,medium
896,"Summer rainstorm with distant thunder",weather,medium
897,"Sunday church bells across town",spiritual,medium
898,"Sunset beach with gentle waves",nature,medium
899,"Supermarket checkout with scanner beeps",everyday,medium
900,"Swimming underwater with bubbles",sports,medium
901,"Swimming pool with children playing",social,medium
902,"Swing squeaking in playground",nostalgic,low
903,"Swinging door in western saloon",historical,low
904,"Symphony orchestra playing classical piece",music,high
905,"Table tennis match with ball hits",sports,medium
906,"Taking photographs with film camera",vintage,low
907,"Tap dancer on wooden stage",entertainment,medium
908,"Tap water running into sink",everyday,low
909,"Tape measure extending and retracting",tools,low
910,"Tea kettle starting to whistle",everyday,low
911,"Tea party with cups clinking",social,medium
912,"Tearing open package or envelope",everyday,low
913,"Tearing wrapping paper excitedly",celebration,low
914,"Telephone ringing in empty office",ambient,low
915,"Television static noise",technology,low
916,"Tennis ball machine firing balls",sports,medium
917,"Tennis match with grunts and ball hits",sports,medium
918,"Theremin playing eerie melody",electronic,medium
919,"Ticking analog clock in quiet room",ambient,low
920,"Ticking bomb in suspense scene",action,medium
921,"Tidal waves crashing on rocky shore",nature,high
922,"Tiger growling in jungle",animals,medium
923,"Timber being cut at sawmill",industrial,high
924,"Time clock punching for work shift",workplace,low
925,"Tinkling wind chimes on porch",ambient,low
926,"Tiny music box playing lullaby",vintage,low
927,"Tires screeching during emergency stop",transportation,medium
928,"Toaster popping up toast",everyday,low
929,"Toilet flushing in quiet bathroom",everyday,low
930,"Toll booth with cars stopping",transportation,medium
931,"Tools being dropped into metal toolbox",everyday,medium
932,"Train crossing railroad tracks",transportation,high
933,"Train horn in distance at night",transportation,medium
934,"Train passing through rural crossing",transportation,high
935,"Train station announcement over speakers",transportation,medium
936,"Train whistle echoing through valley",transportation,medium
937,"Tram bell ringing in city street",transportation,medium
938,"Transmission radio static with voice",communication,medium
939,"Tree branches scraping window in wind",eerie,medium
940,"Tree falling in forest with crash",nature,high
941,"Tree frogs chorus after rain",nature,medium
942,"Tribal drum circle performance",cultural,medium
943,"Tropical bird calls in jungle",nature,medium
944,"Tropical rainstorm on palm leaves",weather,medium
945,"Truck backing up with warning beep",transportation,medium
946,"Trumpet playing reveille at dawn",military,medium
947,"Tumbling clothes in dryer",everyday,medium
948,"Turning pages of newspaper",everyday,low
949,"TV game show with crowd reactions",entertainment,medium
950,"Typewriter with end-of-line bell",vintage,medium
951,"Typing on computer keyboard",technology,low
952,"Typing on old mechanical typewriter",vintage,medium
953,"Underwater bubbles from scuba gear",adventure,medium
954,"Underwater sounds with whale song",nature,medium
955,"University lecture hall before class",social,medium
956,"Urban street corner with traffic",urban,high
957,"Vacuum cleaner running on carpet",everyday,medium
958,"Velcro fastener being pulled apart",everyday,low
959,"Venetian gondolier singing on canal",cultural,medium
960,"Video arcade with game sounds",entertainment,high
961,"Video game victory fanfare",entertainment,medium
962,"Village blacksmith hammering metal",historical,medium
963,"Village church bells on Sunday",spiritual,medium
964,"Vinyl record being placed on turntable",vintage,low
965,"Vinyl record crackling before music",vintage,low
966,"Violin being tuned before concert",music,low
967,"Violin string breaking during play",music,low
968,"Virtual reality game with spatial audio",technology,high
969,"Volcano rumbling before eruption",nature,high
970,"Wading through shallow stream",nature,low
971,"Walking across wooden bridge",adventure,low
972,"Walking in deep snow with crunching steps",weather,low
973,"Walking on autumn leaves",nature,low
974,"Walking on creaky wooden floor",ambient,low
975,"Walking on gravel path in garden",ambient,low
976,"Walking through corn field with rustling stalks",rural,medium
977,"Walking through heavy rain with umbrella",weather,medium
978,"Walking through shallow creek",nature,low
979,"Walking through tall grass meadow",nature,low
980,"Walking up creaky wooden staircase",ambient,low
981,"Warehouse with forklift operations",industrial,medium
982,"Washing dishes in kitchen sink",everyday,low
983,"Washing machine cycle running",everyday,medium
984,"Water boiling in pot with lid rattling",cooking,low
985,"Water bubbling in fish tank",ambient,low
986,"Water dripping in cave with echoes",nature,medium
987,"Water dripping into bucket slowly",ambient,low
988,"Water droplets falling on hot surface",effects,low
989,"Water fountain in quiet garden",ambient,medium
990,"Water lapping against dock pilings",nautical,medium
991,"Water pouring from pitcher into glass",everyday,low
992,"Water sprinkler on summer lawn",everyday,low
993,"Waterfall in lush jungle setting",nature,high
994,"Waves crashing during coastal storm",weather,high
995,"Wedding ceremony with organ music",celebration,medium
996,"Whales breaching ocean surface",animals,medium
997,"Whispering in empty cathedral",eerie,medium
998,"Wind chimes during gentle breeze",ambient,low
999,"Wind howling through mountain pass",weather,medium
1000,"Wind through autumn leaves in park",nature,medium
